3	0	0	0	3	0	3	3	3	3	0	0	0	0	0	0	0	0	6	0
3	3	3	3	3	3	3	0	3	0	0	3	4	0	0	4	12	12	6	1
3	3	3	0	0	0	3	3	0	0	0	3	4	0	0	0	8	0	6	0
0	3	3	3	0	3	3	0	3	3	0	3	0	0	0	0	12	12	6	0
3	3	0	0	3	3	0	0	3	0	0	3	0	0	0	4	4	12	6	0
3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0
3	3	3	0	0	3	3	0	3	3	0	0	4	0	0	0	3	0	6	0
3	0	3	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	6	0
3	0	0	0	0	0	3	0	3	0	3	0	0	0	0	0	9	1	10	0
3	3	3	3	3	3	0	0	3	3	0	0	0	0	0	0	2	0	6	0
3	3	3	0	0	3	0	0	3	3	3	3	4	0	0	0	2	6	10	0
0	0	0	0	3	0	3	3	3	3	0	0	0	0	0	0	3	0	6	0
3	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0
3	3	0	0	0	3	3	0	3	3	0	0	0	4	4	0	0	12	7	2
3	3	3	0	3	3	3	0	0	3	0	0	4	0	0	0	2	9	10	1
3	0	3	0	0	0	3	3	3	0	3	3	0	0	0	0	0	0	12	0
3	0	3	3	0	0	0	0	3	0	0	3	0	0	0	0	6	0	6	0
3	3	3	0	0	0	3	0	3	0	3	0	0	0	0	0	2	0	6	7
3	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	2	0
0	0	0	3	0	3	0	0	3	3	0	3	0	0	4	0	4	1	6	0
3	3	0	3	0	0	3	0	3	0	3	3	0	0	0	0	0	6	6	0
3	0	0	0	0	0	3	0	3	0	0	3	0	0	0	0	0	1	6	0
3	3	3	3	3	3	3	0	3	0	0	0	0	0	4	0	7	6	2	3
3	3	3	3	0	3	3	0	3	3	3	3	4	0	4	0	6	12	6	6
3	3	3	3	3	3	3	0	3	0	0	3	0	0	0	0	11	9	6	1
3	0	3	0	0	0	0	3	3	3	3	3	0	0	0	0	6	1	6	0
0	3	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	6	0
3	3	0	3	0	0	0	0	0	3	0	0	0	0	4	0	8	12	6	0
3	0	0	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	6	0
3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	6	0
3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	3	2	6	0
3	3	3	0	0	3	3	0	0	3	0	0	0	0	0	0	3	0	6	0
3	0	3	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	0	0
3	0	3	3	0	0	3	0	0	3	0	3	0	0	0	0	2	12	6	0
3	0	3	0	0	3	3	3	3	0	3	3	0	0	0	0	6	0	4	0
0	3	3	3	0	3	3	0	3	0	0	3	0	0	0	0	0	0	6	0
3	3	0	0	0	0	3	0	3	0	3	0	0	0	0	4	1	0	3	0
0	3	0	0	3	3	3	3	3	3	0	0	0	0	0	0	6	12	6	0
3	3	3	3	0	3	0	0	3	3	0	3	0	0	0	0	0	0	8	0
3	3	3	0	0	0	3	3	0	0	0	3	4	0	0	0	2	0	6	0
3	3	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	1	6	0
3	3	3	3	3	0	3	0	3	3	3	3	0	0	0	0	4	12	6	0
3	3	0	0	3	3	0	0	3	0	0	0	0	0	0	0	2	2	6	2
0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	5	1	5	0
3	0	0	3	0	3	3	0	3	0	3	0	0	0	0	0	2	0	2	0
3	3	3	3	3	3	3	3	3	3	0	3	4	0	4	4	6	12	6	7
3	3	0	3	0	0	3	0	3	3	3	0	0	0	0	0	6	0	6	0
3	3	3	0	0	0	0	0	3	3	3	3	0	0	0	0	0	0	6	0
3	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	1	6	0
3	3	0	0	0	0	3	0	3	3	3	3	0	0	0	0	0	2	6	0
3	3	0	3	0	0	0	0	0	0	3	3	0	0	4	0	0	0	6	0
3	0	0	3	3	3	3	3	3	0	0	3	0	0	4	0	6	5	6	0
3	0	0	3	0	3	3	0	0	3	3	0	0	0	0	0	10	6	0	6
3	3	3	0	0	3	0	0	3	0	0	0	0	0	0	4	12	7	6	0
3	3	0	3	0	3	0	0	0	3	0	3	0	0	0	0	0	0	6	0
3	0	3	0	3	0	3	0	0	0	0	0	0	0	0	0	3	0	3	0
3	3	3	3	0	3	0	0	0	3	3	3	4	0	0	0	6	1	6	0
3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	8	0
3	3	3	3	0	0	3	0	0	3	0	3	0	0	0	0	3	2	6	0
3	0	3	3	0	3	0	0	3	3	0	0	0	0	4	0	3	4	6	0
3	3	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	2	0
3	0	0	0	3	0	0	0	3	0	0	3	0	0	0	0	0	0	6	0
0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	3	0	3	0	0	3	0	0	0	0	3	0	0	0	0	0	6	11	0
0	0	0	3	0	3	0	0	3	3	0	3	0	0	0	0	0	0	12	0
3	3	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	1	6	0
3	3	3	3	3	3	3	0	3	3	3	3	4	4	0	0	0	0	0	0
3	3	3	0	3	3	3	0	3	3	0	3	0	0	4	4	2	0	6	0
3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0
3	3	3	3	0	3	0	0	3	3	0	3	0	0	0	4	10	12	10	4
3	0	0	0	0	3	0	0	3	0	3	3	0	0	0	0	6	2	2	0
0	0	0	0	0	3	0	0	3	0	0	3	0	0	0	0	1	0	6	0
3	0	3	3	3	3	0	0	3	3	3	3	0	0	0	0	10	10	6	0
3	3	0	3	3	3	3	3	3	3	3	0	4	0	4	0	6	9	6	7
0	3	3	3	3	3	3	3	3	3	3	3	4	0	0	4	0	6	12	6
3	3	0	3	3	3	3	0	3	3	3	3	4	0	4	4	12	12	6	6
3	3	0	0	0	3	3	0	3	0	3	0	0	0	0	0	2	0	6	0
3	3	3	3	0	0	3	0	3	3	0	3	0	0	0	0	3	0	12	0
3	3	3	3	0	3	0	0	0	3	0	0	0	0	0	0	5	0	6	0
3	3	3	0	3	3	0	0	3	0	0	0	0	0	0	4	5	12	2	0
3	3	3	3	3	0	0	0	3	0	3	3	4	0	4	0	10	12	6	0
3	3	3	3	0	3	0	0	3	3	3	0	0	0	0	0	0	3	8	0
3	3	0	3	0	0	0	3	3	0	3	0	0	0	0	0	3	0	6	0
3	3	3	3	3	3	3	0	0	0	3	3	0	0	0	0	6	2	8	0
3	0	0	0	0	3	0	3	3	3	0	0	0	0	0	0	4	0	8	0
3	3	3	3	0	0	3	0	0	3	0	3	0	0	4	0	3	0	6	6
3	0	0	3	0	3	3	0	3	3	3	3	0	0	0	0	0	3	6	0
3	0	0	0	0	3	3	0	3	3	0	3	0	0	0	0	4	0	12	0
3	3	3	3	3	3	0	3	3	3	0	0	4	0	0	0	12	12	6	0
3	3	3	3	3	0	3	3	3	3	3	0	4	4	0	0	6	12	12	8
3	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	6	0
0	3	3	3	3	3	3	0	3	3	0	0	0	0	4	4	4	12	6	0
3	3	0	3	3	0	0	0	0	0	0	3	0	0	0	4	4	9	6	0
3	3	0	3	0	0	0	0	3	3	0	3	0	0	0	0	0	0	6	0
3	3	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	12	0
0	0	3	0	3	0	0	3	3	0	0	3	0	0	0	0	0	0	0	0
3	3	3	3	0	3	3	0	3	3	3	3	0	0	0	4	0	0	0	0
3	0	3	3	3	0	3	0	3	3	3	0	4	0	0	0	8	12	8	6
3	3	0	3	3	0	3	0	3	3	3	3	0	0	4	4	2	10	6	7
3	0	3	0	0	3	3	0	3	0	3	0	0	0	0	0	3	0	6	0
3	3	3	3	0	3	3	0	0	3	3	0	0	0	0	0	1	2	6	0
3	0	0	3	0	0	0	3	3	0	3	0	0	0	0	0	2	0	6	0
3	3	3	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	6	0
3	3	3	3	0	3	3	0	3	0	0	3	4	0	0	4	1	12	12	0
3	3	3	3	0	3	3	0	3	0	0	3	0	0	0	0	1	12	8	1
3	0	0	0	3	3	0	0	0	3	3	0	0	0	0	0	5	2	6	3
3	3	0	3	3	3	3	0	3	3	0	3	0	0	0	0	6	1	6	0
3	0	3	3	0	3	0	0	3	0	3	0	0	0	0	0	0	0	2	0
3	3	3	3	3	3	3	0	3	3	3	3	0	0	0	0	0	6	6	0
3	3	3	3	0	0	3	0	0	0	0	3	0	0	0	0	0	6	6	0
3	3	3	3	3	3	3	0	3	3	0	3	4	4	0	0	10	12	8	6
0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	6	0
3	3	0	0	3	3	3	0	3	3	0	0	4	0	0	0	0	12	6	0
3	3	3	3	0	0	3	0	3	3	0	3	0	0	0	0	0	1	6	1
3	3	3	3	0	3	3	0	3	3	3	0	4	0	0	0	0	0	0	0
3	3	0	3	0	3	3	0	3	0	3	0	4	0	4	0	6	12	6	7
0	0	3	3	3	3	3	0	3	3	0	3	0	4	0	0	3	0	6	0
3	0	3	3	3	0	3	0	3	0	3	0	4	0	0	0	0	4	6	0
0	0	3	3	0	0	3	0	0	3	3	3	0	0	0	0	6	6	6	0
3	3	3	3	3	0	3	0	3	0	3	0	4	0	0	0	2	12	8	7
3	3	3	3	0	3	3	0	3	3	3	0	0	4	0	4	12	8	12	7
3	3	3	3	3	3	3	0	3	3	3	3	0	4	4	4	0	12	10	0
3	3	3	3	0	0	3	3	3	3	0	3	4	0	0	0	0	2	6	0
3	3	0	3	0	3	0	3	3	3	3	0	4	0	0	0	0	1	6	0
3	3	3	3	0	3	3	0	3	3	0	3	4	4	0	4	10	12	8	2
3	3	3	3	3	3	3	0	3	3	3	3	4	0	0	0	5	12	12	6
3	3	3	3	0	3	3	0	3	3	3	3	0	0	4	0	0	6	12	6
3	3	3	0	0	0	3	0	3	3	3	3	4	0	0	0	4	6	6	0
3	3	0	3	3	0	3	3	0	0	0	3	0	0	4	4	0	12	6	0
3	3	3	3	3	3	3	0	3	3	3	3	4	4	4	4	5	12	12	0
